,quintile_1,quintile_2,quintile_3,quintile_4,quintile_5
1978-12-31,0.04186666666666666,0.04186666666666666,0.006133333333333334,0.010533333333333334,0.05893333333333332
1979-01-31,0.0019999999999999996,0.010566666666666663,0.0036666666666666666,0.006866666666666666,0.0019999999999999996
1979-02-28,-0.010566666666666669,0.0009333333333333334,0.0009333333333333334,0.019833333333333335,0.020300000000000002
1979-03-31,0.0030333333333333336,0.005933333333333333,0.009733333333333333,0.0095,-0.0009333333333333332
1979-04-30,-1.666666666666642e-05,0.00155,0.0021499999999999987,0.0018166666666666672,-0.0052166666666666655
1979-05-31,0.013316666666666664,-0.004750000000000001,0.005483333333333332,0.013316666666666664,0.0007499999999999993
1979-06-30,0.0063,0.0035333333333333328,0.009866666666666668,-0.002166666666666667,-0.0011333333333333338
1979-07-31,0.005233333333333332,-0.0092,-0.014199999999999999,0.009266666666666666,0.014533333333333334
1979-08-31,0.004816666666666668,0.010383333333333333,0.007616666666666667,0.00905,-0.009983333333333332
1979-09-30,-0.02033333333333333,0.009866666666666668,0.0183,0.009866666666666668,-0.023933333333333334
1979-10-31,-0.008833333333333332,0.017933333333333332,0.0004999999999999982,0.0003999999999999976,-0.008933333333333333
1979-11-30,0.013833333333333331,-0.007833333333333333,0.022066666666666665,0.0116,0.0116
1979-12-31,-0.023749999999999993,-0.023749999999999993,-0.05435,0.01891666666666667,-0.04858333333333333
1980-01-31,0.0009666666666666643,0.006099999999999999,0.012666666666666666,0.016766666666666666,-0.013633333333333332
1980-02-29,-0.04618333333333333,-0.049383333333333335,-0.010750000000000001,-0.01248333333333333,-0.017450000000000004
1980-03-31,-0.010433333333333331,0.0016333333333333339,0.013466666666666667,0.0002666666666666678,0.007799999999999999
1980-04-30,0.007733333333333334,0.009,0.011266666666666666,-0.004600000000000001,0.010433333333333331
1980-05-31,0.0023999999999999994,0.007666666666666666,0.010333333333333333,-0.0002333333333333331,0.0017333333333333322
1980-06-30,-0.00375,0.02535,-0.00375,0.00905,0.008816666666666665
1980-07-31,0.013166666666666669,0.00876666666666667,0.021366666666666662,0.023799999999999998,-0.0038666666666666654
1980-08-31,0.004466666666666665,0.023033333333333333,0.01983333333333333,0.01983333333333333,-0.013633333333333332
1980-09-30,0.027516666666666672,0.012983333333333333,0.027516666666666672,0.027516666666666672,0.003616666666666666
1980-10-31,0.06561666666666666,0.015216666666666663,0.06561666666666666,0.03858333333333333,-0.04451666666666667
1980-11-30,-0.027983333333333332,0.00045000000000000134,-0.027983333333333332,-0.014416666666666666,0.007949999999999999
1980-12-31,-0.028683333333333328,-0.025716666666666665,-0.03994999999999999,-0.03994999999999999,0.02281666666666667
1981-01-31,-6.666666666666713e-05,-0.0047666666666666664,-0.006933333333333333,0.0031666666666666666,0.0011333333333333328
1981-02-28,-0.0036833333333333336,0.01405,0.00835,0.00835,-0.0036833333333333336
1981-03-31,0.00505,0.010183333333333334,-0.0025499999999999997,0.0025833333333333337,0.013783333333333335
1981-04-30,0.014549999999999999,0.00675,-0.0062499999999999995,0.014549999999999999,0.005183333333333334
1981-05-31,0.0002999999999999993,-0.0301,-0.004000000000000001,0.022699999999999998,-0.016833333333333336
1981-06-30,-0.0026499999999999996,-0.0026499999999999996,-0.0018833333333333334,-0.013550000000000001,-0.011983333333333332
1981-07-31,-0.002233333333333334,-0.027233333333333335,-0.005900000000000002,-0.006933333333333334,0.017499999999999998
1981-08-31,0.0003166666666666671,-0.025149999999999995,0.0003166666666666671,-0.006783333333333333,0.024050000000000005
1981-09-30,0.005016666666666668,0.02575,0.02575,-0.0006500000000000013,-0.011050000000000003
1981-10-31,-0.001933333333333333,0.007300000000000001,-0.009933333333333334,-0.013266666666666668,0.008
1981-11-30,-0.004366666666666667,0.0159,0.0011666666666666674,0.009333333333333334,-0.0004666666666666667
1981-12-31,-0.02500000000000001,0.054400000000000004,-0.02500000000000001,0.033499999999999995,0.08443333333333332
1982-01-31,0.010866666666666665,0.022699999999999998,-0.024666666666666667,0.022699999999999998,0.010866666666666665
1982-02-28,0.014183333333333333,-0.010516666666666667,0.02025,0.009916666666666666,-0.012283333333333334
1982-03-31,0.003933333333333334,0.003933333333333334,-0.006866666666666668,0.003933333333333334,0.009200000000000002
1982-04-30,0.015783333333333333,-0.002850000000000002,-0.0005166666666666676,-0.0005166666666666676,-0.011216666666666666
1982-05-31,0.008833333333333334,0.0007000000000000004,0.008833333333333334,-0.004500000000000001,-0.007466666666666667
1982-06-30,0.018533333333333332,0.0152,0.007866666666666666,0.0028333333333333335,-0.006800000000000001
1982-07-31,-0.033,0.004166666666666667,0.004166666666666667,0.0005333333333333324,0.011966666666666667
1982-08-31,0.0101,0.0129,0.009333333333333334,0.016533333333333334,0.0034999999999999983
1982-09-30,0.016816666666666667,-0.02231666666666667,0.028883333333333334,0.027883333333333333,0.015149999999999999
1982-10-31,0.020766666666666666,0.004433333333333331,0.020766666666666666,0.020766666666666666,0.020766666666666666
1982-11-30,0.0022333333333333333,0.0022333333333333333,0.0022333333333333333,0.0022333333333333333,0.0022333333333333333
1982-12-31,0.006150000000000003,0.0028166666666666657,0.004283333333333335,0.008550000000000002,-0.002616666666666667
1983-01-31,0.014083333333333335,0.006349999999999999,0.011883333333333334,0.01525,0.008816666666666667
1983-02-28,0.01685,-0.009349999999999999,1.6666666666668013e-05,0.016216666666666667,0.004549999999999999
1983-03-31,0.01763333333333333,-0.009733333333333335,0.011166666666666665,0.017866666666666666,-0.009966666666666667
1983-04-30,0.007000000000000003,0.010466666666666666,0.0104,0.0009666666666666678,0.0053
1983-05-31,-0.0019333333333333344,0.022133333333333335,0.022133333333333335,0.006566666666666665,-0.008033333333333335
1983-06-30,0.004,-0.0011666666666666665,-0.0243,0.0173,0.014266666666666669
1983-07-31,0.012466666666666668,-0.028533333333333338,-0.0037333333333333337,-0.0037333333333333337,0.012466666666666668
1983-08-31,0.002466666666666667,0.0032,0.0015333333333333334,0.0032,0.002466666666666667
1983-09-30,0.0101,-0.007500000000000001,-0.03403333333333333,-0.024033333333333334,0.0101
1983-10-31,0.005200000000000001,-0.0015333333333333336,0.0055000000000000005,0.005200000000000001,0.007933333333333334
1983-11-30,0.005416666666666668,0.011316666666666668,-0.000416666666666667,-0.000416666666666667,-0.0024499999999999995
1983-12-31,0.01765,-0.026216666666666666,-0.01661666666666667,0.011250000000000001,0.019816666666666666
1984-01-31,0.00011666666666666683,0.00011666666666666683,-0.016283333333333334,0.00011666666666666683,-0.004849999999999999
1984-02-29,0.004733333333333333,-0.0019333333333333331,0.0036666666666666666,0.0019,0.0032666666666666664
1984-03-31,-0.001083333333333333,0.0073500000000000015,0.009916666666666667,0.009916666666666667,-0.008216666666666667
1984-04-30,-0.0035666666666666676,-0.0035666666666666676,-0.0035666666666666676,0.016366666666666668,-0.016733333333333336
1984-05-31,-0.0057,0.0003333333333333335,0.0003333333333333335,0.009500000000000001,-0.008166666666666668
1984-06-30,0.008383333333333333,-0.0006833333333333327,-0.0006833333333333327,0.008383333333333333,-0.021650000000000003
1984-07-31,0.001650000000000001,-0.029549999999999996,0.004083333333333335,0.007450000000000001,0.004083333333333335
1984-08-31,0.01971666666666667,0.011750000000000002,0.007516666666666668,0.01971666666666667,0.015150000000000002
1984-09-30,0.002983333333333332,0.006449999999999998,-0.011749999999999998,0.002983333333333332,-0.0008166666666666669
1984-10-31,0.008916666666666668,0.008916666666666668,-0.010483333333333332,0.008916666666666668,0.0062499999999999995
1984-11-30,0.0039000000000000003,0.008700000000000001,0.0039000000000000003,-0.010700000000000001,0.0002999999999999999
1984-12-31,-0.008416666666666668,-0.008383333333333335,-0.03498333333333333,-0.03498333333333333,0.012216666666666669
1985-01-31,0.010583333333333333,0.006716666666666667,0.010583333333333333,0.006516666666666666,-0.0008166666666666666
1985-02-28,0.012766666666666667,0.006833333333333333,-0.010133333333333334,-0.010133333333333334,0.0027333333333333337
1985-03-31,0.012966666666666668,-0.002266666666666667,-0.0013999999999999991,0.0009666666666666672,0.007566666666666667
1985-04-30,0.009366666666666667,0.009366666666666667,0.017400000000000002,0.012633333333333335,0.005133333333333334
1985-05-31,0.009833333333333333,0.009133333333333332,0.0056,0.011966666666666667,0.0042
1985-06-30,-0.006516666666666667,-0.006516666666666667,0.008183333333333334,0.0001166666666666677,-0.0053166666666666675
1985-07-31,0.007616666666666665,0.010983333333333331,-0.0001833333333333328,-0.0001833333333333328,0.002249999999999999
1985-08-31,-0.0013999999999999996,-0.0013999999999999996,-0.0107,-0.0054333333333333326,0.004566666666666667
1985-09-30,0.013316666666666666,0.013316666666666666,0.014283333333333334,0.013316666666666666,-0.00585
1985-10-31,-0.020000000000000004,0.0015333333333333338,0.011233333333333331,0.019066666666666666,-0.019233333333333335
1985-11-30,0.0016166666666666662,0.0016166666666666662,0.006483333333333334,0.0016166666666666662,-0.0008166666666666666
1985-12-31,0.0395,0.04933333333333334,0.04933333333333334,0.04933333333333334,0.0395
1986-01-31,0.0138,0.0138,-0.01,0.02,0.0013999999999999991
1986-02-28,0.013466666666666668,0.013466666666666668,0.013466666666666668,0.012066666666666668,0.010133333333333334
1986-03-31,0.0031166666666666665,0.0019499999999999997,0.0019499999999999997,0.011649999999999999,-0.007716666666666666
1986-04-30,0.014049999999999998,0.00715,0.014049999999999998,-0.0013833333333333336,0.007649999999999998
1986-05-31,0.01501666666666667,0.011483333333333337,0.01501666666666667,0.008250000000000002,-0.007616666666666667
1986-06-30,-0.005249999999999998,-0.005249999999999998,-0.005249999999999998,-0.007949999999999999,-0.020783333333333334
1986-07-31,0.0028500000000000005,0.0028500000000000005,-0.017383333333333334,-0.020016666666666665,0.008550000000000002
1986-08-31,-0.016,-0.009,-0.009,-0.009,-0.01976666666666667
1986-09-30,0.010549999999999999,-0.004916666666666666,0.010549999999999999,0.010549999999999999,-0.0043833333333333354
1986-10-31,0.00735,0.0011499999999999995,0.0012166666666666658,0.0012166666666666658,-0.001216666666666667
1986-11-30,-0.002799999999999999,-0.002166666666666666,-0.002166666666666666,-0.002166666666666666,-0.005066666666666666
1986-12-31,0.011316666666666664,-0.0015166666666666662,-0.0015166666666666662,0.011316666666666664,-0.0015166666666666662
1987-01-31,-0.00615,-0.00615,0.013383333333333339,0.021883333333333338,-0.003516666666666666
1987-02-28,0.017900000000000003,0.0114,-0.0015333333333333334,0.017900000000000003,0.013566666666666666
1987-03-31,-0.005316666666666667,-0.005316666666666667,-0.009183333333333333,-0.005316666666666667,-0.003583333333333332
1987-04-30,0.001,0.001,0.001,-0.001,0.003566666666666667
1987-05-31,0.0086,0.008900000000000002,0.008900000000000002,0.008900000000000002,0.004433333333333334
1987-06-30,0.008883333333333333,0.002783333333333334,0.012016666666666667,0.012016666666666667,0.005616666666666666
1987-07-31,0.0019000000000000004,0.005266666666666666,-0.009833333333333335,-0.005133333333333333,0.005066666666666667
1987-08-31,-0.0002166666666666671,-0.001083333333333333,-0.0002166666666666671,-0.0002166666666666671,-0.0028833333333333337
1987-09-30,-0.07163333333333334,-0.023866666666666665,-0.050233333333333345,-0.050233333333333345,-0.03203333333333334
1987-10-31,-0.017766666666666667,-0.0073,-0.000866666666666667,-0.0073,-0.017766666666666667
1987-11-30,0.006899999999999999,0.0044666666666666665,0.014899999999999998,0.014899999999999998,0.014899999999999998
1987-12-31,-0.025650000000000003,0.023516666666666658,0.07654999999999999,0.023516666666666658,0.013116666666666667
1988-01-31,0.011099999999999999,0.011099999999999999,0.011099999999999999,3.3333333333334575e-05,0.016200000000000003
1988-02-29,0.01145,0.005516666666666667,0.01145,-0.013816666666666665,0.012216666666666666
1988-03-31,0.01195,0.01195,0.01195,0.006916666666666667,0.004916666666666667
1988-04-30,-0.00026666666666666706,-0.00026666666666666706,-0.00026666666666666706,-0.00026666666666666706,0.0022999999999999995
1988-05-31,0.0008000000000000016,0.0008000000000000016,0.0008000000000000016,0.0008000000000000016,-0.004266666666666666
1988-06-30,0.004083333333333334,0.00825,-0.003183333333333333,0.004683333333333334,0.004083333333333334
1988-07-31,-4.999999999999897e-05,-4.999999999999897e-05,-0.001249999999999999,-4.999999999999897e-05,-4.999999999999897e-05
1988-08-31,0.0044666666666666665,-0.006566666666666666,0.0063,0.0044666666666666665,-0.012433333333333333
1988-09-30,0.006499999999999999,0.006499999999999999,0.006499999999999999,0.006499999999999999,-0.002
1988-10-31,-0.0015333333333333351,0.003733333333333333,-0.0015333333333333351,-0.0015333333333333351,-0.0003333333333333353
1988-11-30,-0.002783333333333334,-0.00125,0.003683333333333333,0.009783333333333335,0.00035000000000000027
1988-12-31,0.013033333333333333,0.003466666666666665,0.005499999999999998,0.005499999999999998,0.009566666666666666
1989-01-31,0.005816666666666667,-0.0037499999999999986,0.005816666666666667,0.0025166666666666666,0.005316666666666667
1989-02-28,0.011450000000000002,0.006216666666666666,0.00545,0.011450000000000002,-0.00021666666666666592
1989-03-31,0.0068000000000000005,0.011733333333333333,-0.0076999999999999985,0.0068000000000000005,-0.001333333333333334
1989-04-30,0.006549999999999998,-0.0011833333333333322,0.006549999999999998,0.006549999999999998,0.000316666666666665
1989-05-31,0.00315,0.00315,0.00315,0.00315,0.001383333333333333
1989-06-30,0.0118,-0.012133333333333335,0.021133333333333334,0.0118,-0.012766666666666667
1989-07-31,0.0013833333333333336,0.0009166666666666663,0.002983333333333333,-0.00545,0.003416666666666667
1989-08-31,0.004966666666666667,0.010766666666666666,0.006533333333333333,0.006533333333333333,-0.0098
1989-09-30,-0.0003166666666666656,0.004716666666666666,-0.01131666666666667,-0.01131666666666667,-0.016083333333333335
1989-10-31,0.003316666666666667,0.003316666666666667,0.003316666666666667,0.003316666666666667,0.003316666666666667
1989-11-30,0.005133333333333334,0.004633333333333334,0.005133333333333334,0.005133333333333334,0.005133333333333334
1989-12-31,-0.053833333333333316,-0.010199999999999996,-0.053833333333333316,-0.020133333333333326,-0.0076999999999999985
1990-01-31,0.0030500000000000006,-0.0009166666666666664,0.0049499999999999995,0.002916666666666667,0.002916666666666667
1990-02-28,-0.0011499999999999993,0.015150000000000002,0.008616666666666667,0.005483333333333334,0.005483333333333334
1990-03-31,-0.005366666666666668,0.0032,0.005833333333333333,-0.005366666666666668,-0.005366666666666668
1990-04-30,0.008883333333333332,0.008883333333333332,0.008883333333333332,-0.019249999999999993,-0.0015833333333333365
1990-05-31,0.00555,-0.005483333333333333,-0.0011166666666666658,0.002516666666666667,-0.009416666666666665
1990-06-30,0.006933333333333333,0.006733333333333332,0.006933333333333333,0.013066666666666666,-0.013400000000000002
1990-07-31,-0.028300000000000002,0.020633333333333333,-0.028300000000000002,0.020633333333333333,-0.01313333333333333
1990-08-31,-0.0018666666666666669,0.018600000000000002,0.00019999999999999996,0.00019999999999999996,0.013933333333333332
1990-09-30,0.004350000000000001,0.005183333333333335,0.004616666666666666,0.004616666666666666,0.00538333333333333
1990-10-31,-0.03138333333333334,0.01545,-0.010150000000000001,-0.010150000000000001,0.007649999999999998
1990-11-30,0.009300000000000001,0.0020666666666666667,0.009300000000000001,0.004066666666666667,0.003233333333333334
1990-12-31,0.08386666666666666,0.08386666666666666,-0.06246666666666667,0.03506666666666667,0.056633333333333334
1991-01-31,0.008783333333333329,-0.0025500000000000015,0.008783333333333329,0.008783333333333329,0.011850000000000001
1991-02-28,0.010633333333333333,0.010633333333333333,0.014966666666666668,0.010633333333333333,0.0016000000000000007
1991-03-31,0.0011833333333333338,0.0011833333333333338,-0.003783333333333333,0.0011833333333333338,0.008716666666666666
1991-04-30,0.004833333333333332,0.006566666666666668,0.004833333333333332,0.006566666666666668,-0.007533333333333334
1991-05-31,-0.0011833333333333342,-0.004783333333333333,-0.004783333333333333,-0.004783333333333333,0.015283333333333335
1991-06-30,0.0106,-0.0035333333333333328,0.014933333333333333,0.0106,-0.014399999999999998
1991-07-31,0.008433333333333333,0.012133333333333335,0.008433333333333333,-0.002133333333333333,0.008433333333333333
1991-08-31,-0.002166666666666667,0.0019333333333333338,-0.008,-0.002166666666666667,-0.002166666666666667
1991-09-30,0.004900000000000001,0.004900000000000001,-0.008533333333333334,0.007333333333333333,0.0006000000000000004
1991-10-31,-0.007816666666666668,-0.001516666666666667,-0.007816666666666668,-0.007816666666666668,-0.007816666666666668
1991-11-30,0.021733333333333327,-0.005900000000000002,0.021733333333333327,-0.014466666666666668,0.0463
1991-12-31,0.08573333333333334,0.08573333333333334,0.0045999999999999965,0.0045999999999999965,0.09406666666666669
1992-01-31,0.01753333333333333,0.010033333333333335,0.01753333333333333,0.01753333333333333,0.019866666666666668
1992-02-29,0.002483333333333333,-0.003583333333333334,-0.00915,0.011349999999999999,0.002483333333333333
1992-03-31,0.002,0.002,-0.012533333333333334,0.002,0.029666666666666664
1992-04-30,0.0020833333333333333,0.0020833333333333333,-0.001616666666666667,0.0010833333333333335,0.0020833333333333333
1992-05-31,-0.002549999999999999,-0.002549999999999999,-0.013350000000000002,-0.002549999999999999,0.00855
1992-06-30,0.007266666666666667,0.008966666666666666,0.007266666666666667,0.007266666666666667,0.002366666666666667
1992-07-31,-0.003849999999999999,-0.002549999999999999,-0.00021666666666666592,-0.00021666666666666592,-0.002283333333333332
1992-08-31,0.004833333333333333,0.002433333333333333,0.0070333333333333315,0.0070333333333333315,0.001599999999999999
1992-09-30,0.006516666666666666,0.006516666666666666,0.016149999999999998,0.006516666666666666,-0.0018166666666666672
1992-10-31,0.006883333333333331,0.006883333333333331,0.011949999999999997,-0.006916666666666667,0.007716666666666664
1992-11-30,0.017433333333333332,0.011933333333333332,0.005866666666666667,0.017433333333333332,-0.0025
1992-12-31,0.06901666666666667,0.06901666666666667,0.012183333333333329,0.06901666666666667,-0.008950000000000003
1993-01-31,0.01681666666666667,0.01681666666666667,-0.01861666666666667,0.01681666666666667,0.027650000000000004
1993-02-28,0.013283333333333333,0.013283333333333333,0.009083333333333334,0.013283333333333333,0.013283333333333333
1993-03-31,-0.005433333333333334,-0.005433333333333334,-0.013933333333333332,-0.005433333333333334,-0.005433333333333334
1993-04-30,0.0006833333333333339,0.0006833333333333339,0.0006833333333333339,0.0006833333333333339,0.012216666666666667
1993-05-31,0.013133333333333335,0.013133333333333335,0.013133333333333335,0.013133333333333335,0.013133333333333335
1993-06-30,0.011533333333333333,0.011533333333333333,0.011533333333333333,0.0019666666666666665,0.011533333333333333
1993-07-31,0.008400000000000003,0.008133333333333334,0.008400000000000003,0.007800000000000001,0.008400000000000003
1993-08-31,0.010183333333333334,0.010183333333333334,0.010183333333333334,0.01161666666666667,0.010183333333333334
1993-09-30,-0.0016833333333333325,0.007216666666666667,-0.0016833333333333325,0.005716666666666666,-0.0016833333333333325
1993-10-31,-0.0126,0.0032999999999999974,-0.0126,-0.006566666666666666,-0.0126
1993-11-30,0.010616666666666668,0.010616666666666668,0.010616666666666668,0.009783333333333333,0.010616666666666668
1993-12-31,0.004416666666666668,0.004416666666666668,0.012083333333333333,0.0069500000000000004,0.004416666666666668
1994-01-31,-0.0010833333333333328,-0.0010833333333333328,-0.009816666666666666,0.007116666666666667,-0.0010833333333333328
1994-02-28,-0.005716666666666668,-0.005716666666666668,-0.005716666666666668,-0.005716666666666668,-0.005716666666666668
1994-03-31,0.006433333333333333,0.009766666666666667,0.006433333333333333,0.006433333333333333,0.0009000000000000002
