date,regime_0,regime_1,regime_2,regime_code
1973-12-31,0.999999986713192,1.3286670933972165e-08,1.7852359809432513e-176,0
1974-01-31,0.0012755825676226346,0.9987244174322609,9.920792046578715e-15,1
1974-02-28,0.9887160558409616,0.01128394371473338,4.4413513347620083e-10,0
1974-03-31,0.01151698999804726,0.9884830099806631,2.148141937441953e-11,1
1974-04-30,0.9793170444951945,0.020682955370590315,1.3413500712632328e-10,0
1974-05-31,0.020239792080311885,0.9797602078329484,8.686857324385016e-11,1
1974-06-30,0.971206230607189,0.028793763393848287,5.998887373156006e-09,0
1974-07-31,0.02660629352133821,0.9733937064540884,2.4693254238039453e-11,1
1974-08-31,0.9655096767447797,0.03449032322019086,3.4902460570211593e-11,0
1974-09-30,0.03123002938172027,0.9687699706182991,2.7683495119545695e-15,1
1974-10-31,0.9596197043497774,0.04038029563918872,1.1043697335499616e-11,0
1974-11-30,0.03733149656947947,0.9626684245625171,7.886807720879218e-08,1
1974-12-31,0.956818405699416,0.043181545357644895,4.894311403387273e-08,0
1975-01-31,0.03985182650763423,0.9601474308984931,7.425938667542339e-07,1
1975-02-28,0.9531377278020569,0.046861233459847475,1.0387380809151994e-06,0
1975-03-31,0.042789594085509516,0.9572102742832976,1.316311193990024e-07,1
1975-04-30,0.951996123988799,0.04799570036919757,8.175642043991485e-06,0
1975-05-31,0.04159426720228452,0.9557859603298829,0.002619772467744312,1
1975-06-30,0.007357422915269358,0.04684174260196792,0.9458008344827379,2
1975-07-31,3.8282520177997095e-05,0.0073790309676027704,0.9925826865122823,2
1975-08-31,5.5379285868161004e-05,4.2666658779367525e-05,0.9999019540552145,2
1975-09-30,0.00037842229645273254,5.808446501285037e-05,0.9995634932383382,2
1975-10-31,0.00010737762189526762,0.0003876475153639979,0.999504974862771,2
1975-11-30,5.6631571772246656e-06,0.00010851170200805464,0.999885825140706,2
1975-12-31,1.2511542652584592e-06,6.042474145873872e-06,0.9999927063715818,2
1976-01-31,3.8291964363978603e-07,1.3985040484863433e-06,0.9999982185761334,2
1976-02-29,3.931980849088491e-07,4.813613724007099e-07,0.9999991254407364,2
1976-03-31,2.093652353786233e-06,5.451511731910511e-07,0.9999973611964634,2
1976-04-30,1.2147433994073132e-05,2.817398744542396e-06,0.9999850351674622,2
1976-05-31,2.917593032627961e-05,1.3055457986902769e-05,0.9999577686117043,2
1976-06-30,4.0356479892536094e-05,3.069072887611999e-05,0.9999289527910488,2
1976-07-31,2.7446463254433838e-05,4.159736555798349e-05,0.9999309561711327,2
1976-08-31,2.586225638661015e-06,2.8632002023826703e-05,0.9999687817724324,2
1976-09-30,1.2349767793172299e-07,2.695571369107536e-06,0.9999971809310128,2
1976-10-31,1.0108937425482399e-07,1.7986951569153432e-07,0.99999971904121,2
1976-11-30,9.127719192277078e-08,1.7797366581185676e-07,0.999999730749132,2
1976-12-31,1.6297103797023e-06,1.4043703434883103e-07,0.9999982298524834,2
1977-01-31,0.0001622783343140341,3.7757079854517517e-06,0.9998339459576663,2
1977-02-28,0.00033666547228233763,0.00016616780365171735,0.9994971667238955,2
1977-03-31,0.00011638437245513402,0.00034236961417188775,0.9995412460133394,2
1977-04-30,3.7178249208354604e-05,0.00011874110701581646,0.9998440806438503,2
1977-05-31,2.841851194196343e-05,3.872397237686093e-05,0.9999328575158619,2
1977-06-30,4.22387478292812e-05,2.9629130432678432e-05,0.9999281321216771,2
1977-07-31,0.00016438129375194932,4.431020000391364e-05,0.9997913085061315,2
1977-08-31,0.0006802024716074851,0.00016953433573837123,0.9991502631925427,2
1977-09-30,0.003632147887218187,0.0006999249086278678,0.9956679272042216,2
1977-10-31,0.00891024535179862,0.0036877238792903957,0.9874020307690666,2
1977-11-30,0.005898249566912143,0.008975025756920189,0.9851267246759543,2
1977-12-31,0.0012740540751588862,0.006105215875837973,0.9926207300489879,2
1978-01-31,0.00012114949711803153,0.0012959232385001828,0.9985829272645933,2
1978-02-28,2.075324141875751e-05,0.00012655668644201014,0.9998526900721945,2
1978-03-31,1.6409373886577557e-06,2.1334957721717774e-05,0.9999770241049337,2
1978-04-30,5.405661741136407e-07,1.7686190944224294e-06,0.9999976908147178,2
1978-05-31,1.3683353376519802e-06,6.744658751331135e-07,0.9999979571987698,2
1978-06-30,1.8685704332516844e-06,1.6952446321112838e-06,0.9999964361850128,2
1978-07-31,1.6794324198922068e-06,2.0325148298611567e-06,0.9999962880529664,2
1978-08-31,3.538115636133104e-06,1.990826713250236e-06,0.9999944710578399,2
1978-09-30,4.58250070066815e-05,3.948421159050825e-06,0.9999502265718612,2
1978-10-31,0.0007383549846024203,5.1130568961316795e-05,0.9992105144463933,2
1978-11-30,0.009806530909249928,0.0007674301016912926,0.9894260389890381,2
1978-12-31,0.06305001974418253,0.010197665080417029,0.9267523151752933,2
1979-01-31,0.5944660342737959,0.06483949363352935,0.34069447209265163,0
1979-02-28,0.4000544004155132,0.5984258880806705,0.001519711503843446,1
1979-03-31,0.5909214371117005,0.4090778629703985,6.999176980307685e-07,0
1979-04-30,0.39230501102990745,0.6076947305248902,2.58445289694753e-07,1
1979-05-31,0.5997516253193941,0.40024815939592745,2.1528468555940854e-07,0
1979-06-30,0.3822777485569723,0.617721344786995,9.066559586237791e-07,1
1979-07-31,0.6093757355441117,0.3906238677133202,3.9674267515431067e-07,0
1979-08-31,0.3732375678690694,0.626760712360346,1.7197707544031856e-06,1
1979-09-30,0.6192338905704421,0.380765534761563,5.746681465210657e-07,0
1979-10-31,0.3639102810953437,0.6360884017713129,1.3171335283967802e-06,1
1979-11-30,0.6288910747192766,0.3711073757312011,1.5495494034055953e-06,0
1979-12-31,0.3536043532114073,0.6463942771401756,1.369648264782207e-06,1
1980-01-31,0.6388224080943331,0.3611759789613023,1.6129441537519965e-06,0
1980-02-29,0.346407874038929,0.6532398994658634,0.0003522264953066208,1
1980-03-31,0.6374018552253784,0.3536163051864971,0.008981839588042146,0
1980-04-30,0.1536300215382313,0.6489868247346717,0.1973831537271316,1
1980-05-31,0.019528228666061603,0.15712126363045895,0.8233505077036225,2
1980-06-30,0.0010922374563054882,0.019941599476535326,0.978966163067315,2
1980-07-31,0.00012122291028910942,0.0011126112409860186,0.9987661658487982,2
1980-08-31,3.770071184429286e-06,0.0001239332166200635,0.9998722967122853,2
1980-09-30,2.055198627267137e-08,3.826987866060074e-06,0.999996152460097,2
1980-10-31,4.2276854622803e-10,1.9244235646996934e-08,0.9999999803330868,2
1980-11-30,1.3263094103167976e-10,8.569146202462564e-10,0.9999999990104698,2
1980-12-31,1.5448839870413385e-09,1.4952294690254854e-09,0.999999996960014,2
1981-01-31,3.785821463054306e-09,1.1883594176197273e-08,0.9999999843307706,2
1981-02-28,1.7483986393467614e-08,1.2580403568305237e-08,0.9999999699357436,2
1981-03-31,1.702868002025691e-07,7.206353548517562e-08,0.9999997576497047,2
1981-04-30,9.019635516041731e-07,2.713204662961393e-07,0.9999988267161433,2
1981-05-31,5.386494192309691e-07,1.1664339859080188e-06,0.9999982949167118,2
1981-06-30,1.146753063552617e-06,6.253144734521082e-07,0.9999982279325434,2
1981-07-31,2.4258815535499535e-05,1.5437118267922624e-06,0.999974197472527,2
1981-08-31,0.002522502041232566,2.9255335612181313e-05,0.9974482426232686,2
1981-09-30,0.026005245375412392,0.0028238988436795763,0.9711708557808929,2
1981-10-31,0.8300661721204674,0.027370967300640148,0.14256286057878725,0
1981-11-30,0.16725432700604317,0.8327222738400715,2.3399154060451043e-05,1
1981-12-31,0.8247223968230951,0.17527754048715014,6.268998082420053e-08,0
1982-01-31,0.16511159605552098,0.8348863454794996,2.0584650993047396e-06,1
1982-02-28,0.8261369018071915,0.17386125774734643,1.8404455757619676e-06,0
1982-03-31,0.16415748664016036,0.8358251672852699,1.7346074706329847e-05,1
1982-04-30,0.8285604506840859,0.17143537574562914,4.173570378206702e-06,0
1982-05-31,0.15892526640124613,0.8410741850606267,5.485380902864215e-07,1
1982-06-30,0.8348294291821744,0.16516460917054587,5.96164727588063e-06,0
1982-07-31,0.15274104320040527,0.8472586587619065,2.980375895175105e-07,1
1982-08-31,0.8403570674414942,0.15962954628015869,1.3386278489505977e-05,0
1982-09-30,0.03476429653475023,0.8526303206177245,0.11260538284773579,1
1982-10-31,0.0012435366605102448,0.03950369694600714,0.9592527663936404,2
1982-11-30,4.411956576864398e-07,0.0012331758957927837,0.998766382908527,2
1982-12-31,2.16272706706808e-09,4.1665748835027197e-07,0.9999995811795965,2
1983-01-31,5.139669022799585e-10,1.0892093541236974e-08,0.9999999885940271,2
1983-02-28,6.108148307004149e-11,2.6174953797192564e-09,0.9999999973215381,2
1983-03-31,3.004240169783876e-11,1.3906398087218133e-09,0.9999999985793693,2
1983-04-30,1.3065679816231363e-11,4.555862501822228e-10,0.9999999995311555,2
1983-05-31,2.0635262687879052e-11,5.678066480631362e-10,0.9999999994115569,2
1983-06-30,2.7676468757495436e-11,7.205993512966017e-10,0.9999999992519406,2
1983-07-31,4.0185194343457e-09,1.1156548088201002e-09,0.9999999948659024,2
1983-08-31,4.042258820959712e-08,1.460556540816517e-07,0.9999998135217713,2
1983-09-30,3.2119413676737527e-07,6.653799480618805e-08,0.9999996122679319,2
1983-10-31,1.6352565755029923e-05,1.0819636093547876e-06,0.9999825654705158,2
1983-11-30,4.610560758540239e-06,1.741443098910014e-05,0.9999779750084513,2
1983-12-31,2.014894845002902e-06,4.8202770904787065e-06,0.9999931648282513,2
1984-01-31,2.195023438586349e-06,2.3939751607036772e-06,0.9999954110013071,2
1984-02-29,5.210807159085874e-06,2.4560125697694884e-06,0.9999923331800482,2
1984-03-31,2.3764834175676252e-05,5.900922867850498e-06,0.9999703342430858,2
1984-04-30,8.460243989597638e-05,2.5022946075033214e-05,0.9998903746139124,2
1984-05-31,0.00048650385548554753,8.769168030948818e-05,0.9994258044641244,2
1984-06-30,0.0002535134118775696,0.0004945627309173315,0.9992519238573737,2
1984-07-31,6.993870729294781e-06,0.0002570770055783375,0.9997359291238423,2
1984-08-31,9.870135456739614e-07,7.257571391079781e-06,0.9999917554149478,2
1984-09-30,1.437171535102508e-06,1.17652319897781e-06,0.9999973863052725,2
1984-10-31,1.1393209617966139e-05,1.7234851807774519e-06,0.9999868833052324,2
1984-11-30,5.9443598542691396e-05,1.3049657955655132e-05,0.9999275067436939,2
1984-12-31,5.011391407405778e-06,6.081807145668449e-05,0.9999341705370001,2
1985-01-31,1.507640513828021e-07,5.098329163508407e-06,0.999994750906942,2
1985-02-28,3.3248746257624344e-08,1.893030659436232e-07,0.9999997774480355,2
1985-03-31,7.02707995381599e-08,6.648974070130195e-08,0.999999863239291,2
1985-04-30,3.6189596742788954e-09,1.561537106715616e-07,0.9999998402272595,2
1985-05-31,2.962781332262682e-11,2.0168148345088908e-09,0.9999999979536369,2
1985-06-30,4.00384639700318e-10,1.228610336973022e-09,0.999999998371095,2
1985-07-31,4.2401354369286685e-07,2.5457181845619602e-08,0.9999995505291837,2
1985-08-31,1.4593965048324983e-05,1.1682551284719271e-06,0.9999842377797785,2
1985-09-30,7.937963407145822e-06,1.5727618375981385e-05,0.9999763344184439,2
1985-10-31,2.5224375928046803e-07,8.229422753899474e-06,0.9999915183334896,2
1985-11-30,1.2777023532566468e-08,2.86589817548985e-07,0.9999997006330426,2
1985-12-31,1.4587424974181554e-08,2.852418061217836e-08,0.9999999568885878,2
1986-01-31,3.8657690303132864e-08,7.446290770768528e-08,0.9999998868793292,2
1986-02-28,6.271639834189447e-09,6.471108675702357e-08,0.9999999290171243,2
1986-03-31,6.799900149388028e-09,2.5322242459346137e-08,0.9999999678780119,2
1986-04-30,2.332173645984411e-08,4.1217199069779704e-08,0.9999999354608938,2
1986-05-31,1.0609664272001638e-08,5.4906504153296444e-08,0.9999999344836418,2
1986-06-30,6.261252079909002e-09,2.6513474487077084e-08,0.9999999672254495,2
1986-07-31,1.4391613727473993e-09,2.8839721272166707e-08,0.9999999697211028,2
1986-08-31,2.0845894496796098e-09,2.1899609571248806e-09,0.9999999957253749,2
1986-09-30,5.604295556189638e-08,9.138287035699859e-08,0.999999852574103,2
1986-10-31,5.525637407821036e-09,6.368265737040478e-08,0.9999999307915484,2
1986-11-30,4.678639607222942e-08,2.6664373680925865e-08,0.9999999265492105,2
1986-12-31,5.0700178904831125e-09,1.2715704692499551e-07,0.9999998677731216,2
1987-01-31,2.39811806529968e-10,4.3195276650679096e-09,0.9999999954407031,2
1987-02-28,6.13849959235284e-09,6.1339495151122475e-09,0.9999999877277334,2
1987-03-31,1.36437135127614e-07,2.9922442618428585e-08,0.9999998336402453,2
1987-04-30,5.96722354851642e-06,2.4823966396933185e-07,0.9999937845366169,2
1987-05-31,3.838927551307002e-05,6.787881940886662e-06,0.9999548228425483,2
1987-06-30,0.001125054221597934,4.00116617284881e-05,0.9988349341168375,2
1987-07-31,0.004173216481663927,0.001198425684206385,0.9946283578342047,2
1987-08-31,0.022752593284889565,0.004165699038019767,0.9730817076773021,2
1987-09-30,0.0458049584830117,0.02357791470475753,0.9306171268123852,2
1987-10-31,0.9531553373066289,0.04683511581094278,9.546882622535968e-06,0
1987-11-30,0.04764044430428874,0.9523595556877514,7.914298380433354e-12,1
1987-12-31,0.9325185933683745,0.06748140166236677,4.969347461979089e-09,0
1988-01-31,0.06898330830462725,0.931016691651713,4.355860497441239e-11,1
1988-02-29,0.908595080484985,0.09140448827931011,4.3123580557052705e-07,0
1988-03-31,0.09054893725563236,0.9094510402443728,2.2500076226587478e-08,1
1988-04-30,0.8860366843345306,0.1139615676654354,1.7479999176711214e-06,0
1988-05-31,0.11229065766663968,0.8877092660592805,7.627396522209739e-08,1
1988-06-30,0.8653586643764056,0.13464107474255171,2.6088093813149726e-07,0
1988-07-31,0.13262546716463744,0.867374032222821,5.006126325761508e-07,1
1988-08-31,0.8443291291295819,0.1556698562597289,1.0146106972196148e-06,0
1988-09-30,0.15230393882101406,0.8476956029047159,4.5827445247688187e-07,1
1988-10-31,0.8234595504939174,0.17654043151643328,1.798952018132323e-08,0
1988-11-30,0.17573864735222533,0.8242589868735969,2.365774259478195e-06,1
1988-12-31,0.7914189092534186,0.20852283236501473,5.825838160065742e-05,0
1989-01-31,0.20817573491978492,0.7918139881304166,1.0276949886776022e-05,1
1989-02-28,0.7536675150668866,0.2428689895900935,0.0034634953431622864,0
1989-03-31,0.23995186486088704,0.7533586093744614,0.006689525764782558,1
1989-04-30,0.5583882461428162,0.27821152335545046,0.16340023050189567,0
1989-05-31,0.012348759067862545,0.5618447412633286,0.4258064996686278,1
1989-06-30,0.005179864757535814,0.014678143796464248,0.9801419914461947,2
1989-07-31,5.934892830086977e-05,0.0052077163320249234,0.9947329347395673,2
1989-08-31,4.5641926949336786e-05,7.040202578399688e-05,0.9998839560473188,2
1989-09-30,5.516869264195286e-06,4.6945171643430194e-05,0.9999475379592031,2
1989-10-31,2.3661941533257407e-06,5.768962113554185e-06,0.9999918648435445,2
1989-11-30,0.00012988087028230512,2.676168394914344e-06,0.9998674429614909,2
1989-12-31,0.0077146257532031285,0.0002286744317842046,0.9920566998150698,2
1990-01-31,0.9906224996144207,0.009153307193299823,0.00022419319221998494,0
1990-02-28,0.011374360156723192,0.9886221013043192,3.5385391671827867e-06,1
1990-03-31,0.9804209436354402,0.019510457052075943,6.859931248505698e-05,0
1990-04-30,0.02122560202565399,0.9787587404212065,1.5657552976093893e-05,1
1990-05-31,0.9694035495001673,0.03040143606626009,0.00019501443368450416,0
1990-06-30,0.031970478155081104,0.9679553841246163,7.413772011217953e-05,1
1990-07-31,0.9578439572394657,0.042148984951767735,7.05780889558038e-06,0
1990-08-31,0.04213387944514734,0.9578661204639163,9.080054298745602e-11,1
1990-09-30,0.9407839629911288,0.059216037004868285,4.159974237961449e-12,0
1990-10-31,0.0576131667059536,0.9423868332931183,1.1444441947267964e-12,1
1990-11-30,0.9260542524447865,0.07394574714558856,4.0983624745638105e-10,0
1990-12-31,0.07222034788045775,0.9277764346863058,3.217433443791838e-06,1
1991-01-31,0.06250941200737799,0.08684764122400108,0.8506429467687561,2
1991-02-28,0.0013818230462103011,0.06271112198906427,0.9359070549645695,2
1991-03-31,0.0011297711635487222,0.001608729377523987,0.9972614994590282,2
1991-04-30,9.562880064966359e-05,0.0011354048325159598,0.998768966366616,2
1991-05-31,0.000616670389193041,0.00010404451273927101,0.9992792850979866,2
1991-06-30,0.00036934514992989877,0.0006271501499952359,0.9990035046999249,2
1991-07-31,3.0859603291323427e-06,0.0003734900945662148,0.9996234239449119,2
1991-08-31,3.319051550345816e-08,3.1270944569467146e-06,0.9999968397150866,2
1991-09-30,2.9191636286454566e-08,5.755607496973734e-08,0.9999999132523991,2
1991-10-31,1.1269235722761567e-07,1.0097005941122081e-07,0.9999997863374348,2
1991-11-30,4.556770543447008e-08,1.9515496096427278e-07,0.999999759277245,2
1991-12-31,1.8501958541228095e-08,5.6133650067874655e-08,0.9999999253645938,2
1992-01-31,3.686505082953093e-07,6.931097040114921e-08,0.9999995620383793,2
1992-02-29,3.178177324291164e-06,5.945796399582616e-07,0.999996227243014,2
1992-03-31,4.24967864972434e-06,3.6672393865439927e-06,0.9999920830818678,2
1992-04-30,1.1609881504163262e-05,4.536983630918475e-06,0.9999838531346855,2
1992-05-31,6.877631404903154e-05,1.2946170660512334e-05,0.9999182775152619,2
1992-06-30,0.0002366086047552307,7.09043140736072e-05,0.9996924870810076,2
1992-07-31,0.0012173666221641567,0.0002444154324957109,0.998538217945221,2
1992-08-31,0.0033023639941322223,0.001238565672467777,0.9954590703334233,2
1992-09-30,0.0014480530648550418,0.003336834307619753,0.9952151126273419,2
1992-10-31,0.0003300717894754683,0.0014930934894702254,0.9981768347209474,2
1992-11-30,6.824976913471827e-05,0.0003366413874264581,0.9995951088436142,2
1992-12-31,2.1123530484678247e-05,7.098117604851895e-05,0.9999078952933061,2
1993-01-31,3.540432049164613e-06,2.169980611591092e-05,0.9999747597619159,2
1993-02-28,3.5327729542897404e-07,3.846999090139336e-06,0.999995799723546,2
1993-03-31,1.7399778579341574e-07,4.0043061561187304e-07,0.9999994255714968,2
1993-04-30,1.4873923123342244e-07,3.3663570337639127e-07,0.9999995146250781,2
1993-05-31,2.4238645051011278e-08,1.977499567125207e-07,0.9999997780114673,2
1993-06-30,1.749412809105627e-08,4.4313033935431954e-08,0.9999999381930157,2
1993-07-31,1.2561264629881669e-08,6.60455544113252e-08,0.9999999213932855,2
1993-08-31,3.5093764410062e-09,2.3604171034277467e-08,0.999999972886599,2
1993-09-30,3.188545545272593e-09,2.0286675775698083e-08,0.9999999765245777,2
1993-10-31,9.367983940458126e-09,1.3569137566607792e-08,0.9999999770629986,2
1993-11-30,2.2569168336622925e-07,8.762717335203347e-08,0.9999996866809433,2
1993-12-31,1.8554820486021144e-06,3.855499948659706e-07,0.9999977589680029,2
1994-01-31,0.00013448002424205324,2.500240548857213e-06,0.9998630197354363,2
1994-02-28,0.005202140021671319,0.0001786520238541089,0.9946192079543849,2
1994-03-31,0.11119302453677572,0.0054735726553419165,0.8833334028078749,2
1994-04-30,0.05845651259563898,0.11172053239576665,0.8298229550087236,2
1994-05-31,0.47770005799488585,0.060830606700271767,0.46146933530485146,0
1994-06-30,0.24956287982511366,0.4815943137510225,0.2688428064240711,1
1994-07-31,0.6183571308051421,0.25737899599192887,0.12426387320275754,0
1994-08-31,0.28453184854796637,0.6289156332605075,0.08655251819160294,1
1994-09-30,0.6824325381975126,0.2953726064460717,0.022194855356225136,0
1994-10-31,0.29898007849074193,0.6969873709619798,0.004032550547102718,1
1994-11-30,0.6889056886425061,0.3110664070369298,2.790432074896685e-05,0
1994-12-31,0.2981072983742934,0.701888450870614,4.25075501969973e-06,1
1995-01-31,0.6909776186117556,0.309013044685149,9.336703023046403e-06,0
1995-02-28,0.2959693047031267,0.7032230017322909,0.0008076935646199596,1
1995-03-31,0.6618385547463869,0.3072672694127397,0.03089417584093609,0
1995-04-30,0.026490759868656094,0.6792951115536242,0.2942141285778739,1
1995-05-31,0.0002873327451915729,0.027477090541372772,0.9722355767135636,2
1995-06-30,4.9560780298163e-07,0.0002942071367926995,0.9997052972553451,2
1995-07-31,4.0840797077364105e-08,5.164270118081127e-07,0.9999994427322879,2
1995-08-31,6.829965686595014e-09,1.1436355241893307e-07,0.9999998788066551,2
1995-09-30,1.7134712374693177e-10,8.792388043853061e-09,0.999999991036475,2
1995-10-31,4.295248101203644e-11,2.414114672989247e-09,0.9999999975430001,2
1995-11-30,4.157191585638118e-12,3.3999603104050456e-10,0.9999999996557563,2
1995-12-31,4.110623571323198e-12,2.6527336190257727e-10,0.9999999997307896,2
1996-01-31,5.647768055024098e-12,1.58028759923168e-10,0.999999999836291,2
1996-02-29,2.707874391174052e-10,9.958305781679117e-10,0.9999999987335286,2
1996-03-31,2.3242644920780604e-09,6.7456633351348885e-09,0.9999999909300641,2
1996-04-30,4.196671051870576e-09,1.1174176790875605e-08,0.9999999846290849,2
1996-05-31,6.729508408146445e-09,1.4229640676619077e-08,0.9999999790406948,2
1996-06-30,4.5045633693056243e-07,1.609750438765935e-08,0.9999995334461524,2
1996-07-31,1.6639050834656594e-05,1.2570785810412538e-06,0.9999821038705461,2
1996-08-31,2.8831623890136387e-05,1.705711436715592e-05,0.9999541112617392,2
1996-09-30,0.00016916115631508168,3.0210246313770382e-05,0.9998006285974267,2
1996-10-31,0.00011104232790457048,0.00017234140113071283,0.9997166162708878,2
1996-11-30,0.00011160403257233061,0.00011218489752876734,0.9997762110699078,2
1996-12-31,7.976076097390524e-05,0.0001154983227270333,0.999804740916515,2
1997-01-31,1.8914378432182158e-06,8.050820476148329e-05,0.9999176003574418,2
1997-02-28,2.0663198122524952e-07,1.9387472189722466e-06,0.9999978546207152,2
1997-03-31,6.946457311208864e-08,2.9241926160409404e-07,0.9999996381162164,2
1997-04-30,2.7308448366584996e-08,8.966394465432939e-08,0.9999998830276196,2
1997-05-31,8.704762446369066e-08,6.567396153296029e-08,0.9999998472785708,2
1997-06-30,1.3401968629882616e-07,1.7056943078085018e-07,0.9999996954107255,2
1997-07-31,2.9173481082156383e-08,1.8410858094598687e-07,0.9999997867180582,2
1997-08-31,1.2535809464180005e-08,5.753068802092522e-08,0.9999999299334401,2
1997-09-30,9.711307441303818e-09,2.7744876606601436e-08,0.9999999625438256,2
1997-10-31,1.3321546156514845e-08,3.491189288484562e-08,0.9999999517667686,2
1997-11-30,1.2890524744634296e-09,2.328685318086872e-08,0.9999999754240892,2
1997-12-31,3.4002034715332786e-10,2.6835674808482957e-09,0.9999999969763849,2
1998-01-31,3.0586627855963704e-10,7.958828813206824e-09,0.9999999917354216,2
1998-02-28,2.5453750591006576e-11,1.5024677153352548e-09,0.9999999984720489,2
1998-03-31,1.901027030073115e-12,8.716380605552277e-11,0.9999999999108695,2
1998-04-30,3.1578836642576756e-12,1.0019542881873163e-10,0.9999999998967724,2
1998-05-31,8.238491943932476e-12,3.00274245692687e-10,0.9999999996916813,2
1998-06-30,1.4278101029092833e-11,3.216766375641083e-10,0.9999999996639417,2
1998-07-31,7.64166654788274e-09,1.6475027930356467e-09,0.9999999907108759,2
1998-08-31,9.295472337486457e-07,1.6789435257057117e-07,0.9999989025583655,2
1998-09-30,1.0933335820246133e-08,1.0367479893421768e-06,0.9999989523185863,2
1998-10-31,3.483647073400084e-11,6.4523065377379984e-09,0.999999993513029,2
1998-11-30,1.5915704220584302e-11,5.435993942001066e-10,0.9999999994406608,2
1998-12-31,6.1241980186221044e-12,1.7752377638204653e-10,0.9999999998162821,2
1999-01-31,3.798295369630102e-11,7.219216579282847e-11,0.9999999998899511,2
1999-02-28,9.641696448878043e-09,1.1974709691088843e-08,0.9999999783835849,2
1999-03-31,9.903360651726865e-09,2.64983190321083e-08,0.9999999635983847,2
1999-04-30,4.477579433482554e-08,2.8118719892246565e-08,0.9999999271053666,2
1999-05-31,3.92654513400904e-06,1.1102994459147942e-07,0.9999959624251116,2
1999-06-30,0.0009867177578827485,6.298894220532851e-06,0.9990069833479521,2
1999-07-31,0.0746985683056658,0.0014170768797581953,0.9238843548144292,2
1999-08-31,0.921822174460938,0.07696051083296962,0.0012173147060900401,0
1999-09-30,0.07722517975626775,0.9226185444522643,0.00015627579135921047,1
